id_commentaire_plat,note,avis,date,#idTenrac,#idRepas
888,2,Je m'attendais à mieux de notre ordre.,2025-12-18,157,17
889,3,"L'ensemble était équilibré, je suppose.",2025-12-17,34,17
890,5,Ce repas restera dans les annales de l'ordre.,2026-01-09,292,24
891,4,"Très bon repas, j'ai apprécié.",2026-01-07,202,24
892,5,"La raclette coulait à flots, que demander de plus ?",2025-12-19,137,24
893,2,De l'ananas avec ça ? Une hérésie !,2026-01-17,28,24
894,2,"Pas à la hauteur, les légumes ont pris trop de place.",2025-12-24,279,24
895,5,Ce repas restera dans les annales de l'ordre.,2026-01-09,97,24
896,3,Quelques légumes mais ça passe.,2026-01-11,159,24
897,4,"Très bon repas, j'ai apprécié.",2025-12-21,160,24
898,4,Belle soirée gastronomique.,2026-01-15,281,4
899,3,La raclette sauvait un peu le tout.,2026-01-08,174,4
900,3,La raclette sauvait un peu le tout.,2026-01-27,12,4
901,5,Ce repas restera dans les annales de l'ordre.,2026-01-05,75,4
902,5,Digne des plus grands banquets de notre ordre !,2026-01-08,158,4
903,5,Un classique indémodable !,2026-01-24,146,4
904,1,Le pire repas de ma vie de tenrac.,2026-01-24,103,4
905,3,"Pas mémorable, mais pas honteux non plus.",2026-01-17,219,4
906,3,"Ni bon ni mauvais, dans la moyenne.",2026-01-27,109,4
907,3,La raclette sauvait un peu le tout.,2026-01-16,255,4
908,1,Je demande réparation pour ce repas infâme.,2026-01-18,24,4
909,3,Acceptable pour un soir ordinaire.,2026-01-04,217,4
910,2,"Médiocre, la tradition n'a pas été respectée.",2026-01-04,34,4
911,1,Ce repas était une insulte à notre ordre.,2026-02-02,79,4
912,2,On peut faire mieux sans légumes.,2026-01-27,88,4
913,2,Trop de légumes à mon goût.,2026-01-06,25,4
914,1,"Vraiment décevant, je suis scandalisé.",2026-01-08,282,4
915,1,Ces légumes sont une profanation.,2026-01-25,114,4
916,2,Les légumes ont ruiné l'équilibre du plat.,2026-01-29,33,4
917,4,Presque parfait.,2026-01-05,230,4
918,3,Correct sans plus.,2026-01-16,297,4
919,1,Je n'aurais pas dû venir.,2026-01-30,98,4
920,2,Le fromage était masqué par la verdure.,2026-01-21,206,4
921,3,"Rien d'exceptionnel, mais je suis repu.",2026-01-12,223,4
922,1,"Horrible, les légumes ont tout gâché.",2026-02-02,274,4
923,2,"Médiocre, la tradition n'a pas été respectée.",2026-01-17,187,4
924,5,"Parfait, absolument parfait !",2026-01-05,39,4
925,3,Un repas convenable mais sans éclat.,2026-01-31,46,20
926,3,"Rien d'exceptionnel, mais je suis repu.",2026-02-09,225,20
927,1,Ce repas était une insulte à notre ordre.,2026-02-16,22,20
928,2,Trop de légumes à mon goût.,2026-02-17,274,20
929,2,Les légumes ont ruiné l'équilibre du plat.,2026-02-13,160,20
930,1,Ces légumes sont une profanation.,2026-01-30,16,20
931,5,"Parfait, absolument parfait !",2026-02-04,107,20
932,4,Un festin de bonne facture.,2026-01-31,19,20
933,1,Ce repas était une insulte à notre ordre.,2026-01-30,80,20
934,2,On peut faire mieux sans légumes.,2026-02-17,269,20
935,5,Le meilleur mélange tenders-raclette jamais goûté.,2026-01-29,51,20
936,5,Je serais au paradis si ce repas durait éternellement.,2026-02-07,26,20
937,5,Ce repas restera dans les annales de l'ordre.,2026-02-07,211,20
938,4,La sauce était remarquable.,2026-02-13,242,20
939,4,La sauce était remarquable.,2026-02-03,197,20
940,5,"Parfait, absolument parfait !",2026-02-01,94,5
941,3,"Moyen, comme souvent quand il y a des légumes.",2026-02-11,220,5
942,4,Les tenders étaient bien croustillants.,2026-02-15,54,5
943,1,Ces légumes sont une profanation.,2026-01-30,45,5
944,2,Déçu par ce choix culinaire.,2026-01-29,23,5
945,1,Ce repas était une insulte à notre ordre.,2026-01-30,111,5
946,4,La raclette était parfaitement fondante.,2026-02-16,78,5
947,4,Un repas digne de notre ordre.,2026-02-11,70,5
948,4,"Très bon repas, j'ai apprécié.",2026-02-11,299,5
949,5,Ce repas restera dans les annales de l'ordre.,2026-02-17,155,5
950,2,"Médiocre, la tradition n'a pas été respectée.",2026-02-12,187,5
951,3,Correct sans plus.,2026-02-11,262,5
952,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2026-02-19,216,5
953,1,"Inacceptable, les légumes n'ont pas leur place ici.",2026-01-29,135,5
954,2,Déçu par ce choix culinaire.,2026-02-11,146,5
955,3,"Pas mémorable, mais pas honteux non plus.",2026-02-02,211,5
956,3,Acceptable pour un soir ordinaire.,2026-02-09,95,5
957,3,La raclette sauvait un peu le tout.,2026-02-18,274,5
958,5,"Parfait, absolument parfait !",2026-01-31,282,15
959,4,Très satisfait de cette soirée.,2026-02-19,47,15
960,4,Les tenders étaient bien croustillants.,2026-02-21,2,15
961,5,Ce repas restera dans les annales de l'ordre.,2026-02-25,298,15
962,3,Un repas convenable mais sans éclat.,2026-02-16,74,15
963,5,"Parfait, absolument parfait !",2026-02-07,52,15
964,5,Un chef-d'œuvre de la gastronomie tenrac.,2026-02-02,233,15
965,5,Le meilleur mélange tenders-raclette jamais goûté.,2026-02-07,127,15
966,5,"Parfait, absolument parfait !",2026-02-24,283,15
967,3,"L'ensemble était équilibré, je suppose.",2026-01-31,246,15
968,5,Un chef-d'œuvre de la gastronomie tenrac.,2026-02-14,16,15
969,4,Presque parfait.,2026-02-07,191,15
970,3,"Ni bon ni mauvais, dans la moyenne.",2026-02-08,152,15
971,5,Je serais au paradis si ce repas durait éternellement.,2026-02-04,239,15
972,3,Quelques légumes mais ça passe.,2026-02-02,192,15
973,2,Assez décevant.,2026-02-14,146,15
974,5,"Magnifique soirée, la tradition honorée.",2026-01-30,276,15
975,5,Ce repas restera dans les annales de l'ordre.,2026-02-02,289,15
976,5,Digne des plus grands banquets de notre ordre !,2026-02-03,174,15
977,3,"Pas mémorable, mais pas honteux non plus.",2026-02-23,102,15
978,5,Je serais au paradis si ce repas durait éternellement.,2026-01-30,87,15
979,4,Belle soirée gastronomique.,2026-02-12,21,15
980,5,Je serais au paradis si ce repas durait éternellement.,2026-02-05,27,15
981,4,Les tenders étaient bien croustillants.,2026-02-28,300,15
982,5,Je serais au paradis si ce repas durait éternellement.,2026-03-14,252,24
983,5,"Parfait, absolument parfait !",2026-03-07,191,24
984,5,Je serais au paradis si ce repas durait éternellement.,2026-02-28,216,24
985,5,Un chef-d'œuvre de la gastronomie tenrac.,2026-03-02,91,24
986,3,Quelques légumes mais ça passe.,2026-03-12,54,24
987,2,"Médiocre, la tradition n'a pas été respectée.",2026-02-18,38,24
988,5,Un classique indémodable !,2026-03-06,119,24
989,3,La raclette sauvait un peu le tout.,2026-03-03,294,24
990,5,"Magnifique soirée, la tradition honorée.",2026-03-13,197,24
991,1,Je n'aurais pas dû venir.,2026-03-10,70,24
992,2,Déçu par ce choix culinaire.,2026-03-14,260,24
993,3,"Rien d'exceptionnel, mais je suis repu.",2026-02-16,51,24
994,5,"Exceptionnel, je suis comblé.",2026-03-23,270,16
995,3,La raclette sauvait un peu le tout.,2026-03-26,119,16
996,1,"Horrible, les légumes ont tout gâché.",2026-03-09,269,16
997,3,"Ni bon ni mauvais, dans la moyenne.",2026-03-09,255,16
998,5,"Parfait, absolument parfait !",2026-03-04,172,16
999,1,Je n'aurais pas dû venir.,2026-03-23,162,16
1000,4,Presque parfait.,2026-03-22,214,16
1001,1,"Horrible, les légumes ont tout gâché.",2026-03-06,137,16
1002,5,Je serais au paradis si ce repas durait éternellement.,2026-03-19,173,16
1003,5,Je serais au paradis si ce repas durait éternellement.,2026-03-11,247,16
1004,4,La raclette était parfaitement fondante.,2026-02-25,91,16
1005,2,On peut faire mieux sans légumes.,2026-03-14,121,16
1006,5,Ce repas restera dans les annales de l'ordre.,2026-03-13,53,16
1007,3,Acceptable pour un soir ordinaire.,2026-03-04,28,16
1008,2,"Pas à la hauteur, les légumes ont pris trop de place.",2026-03-04,265,16
1009,3,"Pas mémorable, mais pas honteux non plus.",2026-03-11,74,16
1010,1,Le pire repas de ma vie de tenrac.,2026-03-16,189,16
1011,3,"L'ensemble était équilibré, je suppose.",2026-03-15,21,16
1012,2,On peut faire mieux sans légumes.,2026-03-06,72,16
1013,3,"Pas mémorable, mais pas honteux non plus.",2026-03-08,76,16
1014,2,Le fromage était masqué par la verdure.,2026-03-02,86,16
1015,4,La raclette était parfaitement fondante.,2026-03-13,205,16
1016,5,Le meilleur mélange tenders-raclette jamais goûté.,2026-03-27,92,16
1017,3,"L'ensemble était équilibré, je suppose.",2026-03-22,286,16
1018,5,"Magnifique soirée, la tradition honorée.",2026-03-20,94,19
1019,3,"Moyen, comme souvent quand il y a des légumes.",2026-03-21,249,19
1020,4,Presque parfait.,2026-03-28,257,19
1021,4,Presque parfait.,2026-04-14,241,19
1022,1,Une honte culinaire.,2026-04-12,80,19
1023,4,La raclette était parfaitement fondante.,2026-04-13,142,19
1024,4,Presque parfait.,2026-03-24,180,19
1025,1,Ces légumes sont une profanation.,2026-03-30,259,19
1026,5,Digne des plus grands banquets de notre ordre !,2026-04-15,225,19
1027,5,Je serais au paradis si ce repas durait éternellement.,2026-04-11,116,19
1028,3,Quelques légumes mais ça passe.,2026-04-14,35,19
1029,1,Le pire repas de ma vie de tenrac.,2026-03-21,219,19
1030,2,"Pas à la hauteur, les légumes ont pris trop de place.",2026-04-14,242,19
1031,2,"Pas à la hauteur, les légumes ont pris trop de place.",2026-03-30,203,19
